epsilon,margin,binding_s1,binding_tree
0.259000000,0.092185833616,0,"(a0,a0,a1)"
0.260000000,0.091865973380,0,"(a0,a0,a1)"
0.261000000,0.091545346405,0,"(a0,a0,a1)"
0.262000000,0.091223952952,0,"(a0,a0,a1)"
0.263000000,0.090901793276,0,"(a0,a0,a1)"
0.264000000,0.090578867635,0,"(a0,a0,a1)"
0.265000000,0.090255176280,0,"(a0,a0,a1)"
0.266000000,0.089930719465,0,"(a0,a0,a1)"
0.267000000,0.089605497437,0,"(a0,a0,a1)"
0.268000000,0.089279510446,0,"(a0,a0,a1)"
0.269000000,0.088952758738,0,"(a0,a0,a1)"
0.270000000,0.088625242555,0,"(a0,a0,a1)"
0.271000000,0.088296962142,0,"(a0,a0,a1)"
0.272000000,0.087967917737,0,"(a0,a0,a1)"
0.273000000,0.087638109581,0,"(a0,a0,a1)"
0.274000000,0.087307537909,0,"(a0,a0,a1)"
0.275000000,0.086976202956,0,"(a0,a0,a1)"
0.276000000,0.086644104956,0,"(a0,a0,a1)"
0.277000000,0.086311244140,0,"(a0,a0,a1)"
0.278000000,0.085977620737,0,"(a0,a0,a1)"
0.279000000,0.085643234974,0,"(a0,a0,a1)"
0.280000000,0.085308087079,0,"(a0,a0,a1)"
0.281000000,0.084972177273,0,"(a0,a0,a1)"
0.282000000,0.084635505781,0,"(a0,a0,a1)"
0.283000000,0.084298072821,0,"(a0,a0,a1)"
0.284000000,0.083959878612,0,"(a0,a0,a1)"
0.285000000,0.083620923372,0,"(a0,a0,a1)"
0.286000000,0.083281207314,0,"(a0,a0,a1)"
0.287000000,0.082940730652,0,"(a0,a0,a1)"
0.288000000,0.082599493598,0,"(a0,a0,a1)"
0.289000000,0.082257496360,0,"(a0,a0,a1)"
0.290000000,0.081914739147,0,"(a0,a0,a1)"
0.291000000,0.081571222163,0,"(a0,a0,a1)"
0.292000000,0.081226945614,0,"(a0,a0,a1)"
0.293000000,0.080881909702,0,"(a0,a0,a1)"
0.294000000,0.080536114627,0,"(a0,a0,a1)"
0.295000000,0.080189560588,0,"(a0,a0,a1)"
0.296000000,0.079842247781,0,"(a0,a0,a1)"
0.297000000,0.079494176403,0,"(a0,a0,a1)"
0.298000000,0.079145346646,0,"(a0,a0,a1)"
0.299000000,0.078795758702,0,"(a0,a0,a1)"
0.300000000,0.078445412760,0,"(a0,a0,a1)"
0.301000000,0.078094309010,0,"(a0,a0,a1)"
0.302000000,0.077742447638,0,"(a0,a0,a1)"
0.303000000,0.077389828827,0,"(a0,a0,a1)"
0.304000000,0.077036452761,0,"(a0,a0,a1)"
0.305000000,0.076682319621,0,"(a0,a0,a1)"
0.306000000,0.076327429586,0,"(a0,a0,a1)"
0.307000000,0.075971782834,0,"(a0,a0,a1)"
0.308000000,0.075615379541,0,"(a0,a0,a1)"
0.309000000,0.075258219881,0,"(a0,a0,a1)"
0.310000000,0.074900304025,0,"(a0,a0,a1)"
0.311000000,0.074541632146,0,"(a0,a0,a1)"
0.312000000,0.074182204411,0,"(a0,a0,a1)"
0.313000000,0.073822020988,0,"(a0,a0,a1)"
0.314000000,0.073461082042,0,"(a0,a0,a1)"
0.315000000,0.073099387737,0,"(a0,a0,a1)"
0.316000000,0.072736938235,0,"(a0,a0,a1)"
0.317000000,0.072373733697,0,"(a0,a0,a1)"
0.318000000,0.072009774280,0,"(a0,a0,a1)"
0.319000000,0.071645060141,0,"(a0,a0,a1)"
0.320000000,0.071279591437,0,"(a0,a0,a1)"
0.321000000,0.070913368319,0,"(a0,a0,a1)"
0.322000000,0.070546390941,0,"(a0,a0,a1)"
0.323000000,0.070178659451,0,"(a0,a0,a1)"
0.324000000,0.069810173998,0,"(a0,a0,a1)"
0.325000000,0.069440934729,0,"(a0,a0,a1)"
0.326000000,0.069070941789,0,"(a0,a0,a1)"
0.327000000,0.068700195320,0,"(a0,a0,a1)"
0.328000000,0.068328695465,0,"(a0,a0,a1)"
0.329000000,0.067956442363,0,"(a0,a0,a1)"
0.330000000,0.067583436152,0,"(a0,a0,a1)"
0.331000000,0.067209676969,0,"(a0,a0,a1)"
0.332000000,0.066835164948,0,"(a0,a0,a1)"
0.333000000,0.066459900223,0,"(a0,a0,a1)"
0.334000000,0.066083882925,0,"(a0,a0,a1)"
0.335000000,0.065707113184,0,"(a0,a0,a1)"
0.336000000,0.065329591127,0,"(a0,a0,a1)"
0.337000000,0.064951316882,0,"(a0,a0,a1)"
0.338000000,0.064572290572,0,"(a0,a0,a1)"
0.339000000,0.064192512321,0,"(a0,a0,a1)"
